title	text	tag	date
Weapon recovery drive: Robbery suspects shot at	Two suspected robbers were shot in the leg when they attacked policemen while being taken to a place where they had hidden their weapons and the booty. Venkatagowda, the Soladevanalli police inspector, said that he shot at Devaraj, 25, and Chandrashekar, 23, in self-defence after the suspects attacked his men in a forest near Acharya Institutes in northern Bengaluru on Wednesday. Devaraj and Chandrashekar, along with their third accomplice Manjegowda, 26, were actually manual labourers but had taken to robbery to make a fast buck. They mainly targeted college students and elderly citizens going for evening walks in northern Bengaluru, according to police. N Shashi Kumar, DCP (North), said the suspects were involved in at least eight cases of robbery and extortion since 2014. On March 8, they barged into the shed of a labourer from Bihar, stabbed him and took away cash and mobile phone. The next day, the gang robbed a couple at knifepoint. The rising armed robberies prompted the police to form a special team to catch them, Kumar added. The police team managed to arrest Devaraj and Chandrashekar near a bar in Tharabanahalli on the basis of their physical description provided by the victims. The suspects confessed to the crimes and told the police that they had hidden the weapons — two daggers and a knife — in the forest near Acharya Institutes. On Wednesday morning, police took them out for recovering the weapons as well as the booty. But the duo attacked sub-inspector Vasanth Kumar and head constable Shivaji Rao in a bid to escape. Venkatagowda, the inspector, fired a warning shot but the suspects didn't surrender. The inspector then shot both of them in the leg, immobilising them. The duo, along with the injured policemen, was taken to different hospitals for treatment. The Soladevanahalli police have opened a fresh case against them.	"Robbers,Two suspected robbers were shot in the leg when they attacked policemen while being taken to a place where they had hidden their weapons and the booty. 
Venkatagowda, the Soladevanalli police inspector, said that he shot at Devaraj, 25, and Chandrashekar, 23, in self-defence after the suspects attacked his men in a forest near Acharya Institutes in northern Bengaluru on Wednesday. 
Devaraj and Chandrashekar, along with their third accomplice Manjegowda, 26, were actually manual labourers but had taken to robbery to make a fast buck. They mainly targeted college students and elderly citizens going for evening walks in northern Bengaluru, according to police. 
N Shashi Kumar, DCP (North), said the suspects were involved in at least eight cases of robbery and extortion since 2014. On March 8, they barged into the shed of a labourer from Bihar, stabbed him and took away cash and mobile phone. The next day, the gang robbed a couple at knifepoint. The rising armed robberies prompted the police to form a special team to catch them, Kumar added. 
The police team managed to arrest Devaraj and Chandrashekar near a bar in Tharabanahalli on the basis of their physical description provided by the victims. The suspects confessed to the crimes and told the police that they had hidden the weapons — two daggers and a knife — in the forest near Acharya Institutes. 
On Wednesday morning, police took them out for recovering the weapons as well as the booty. But the duo attacked sub-inspector Vasanth Kumar and head constable Shivaji Rao in a bid to escape. Venkatagowda, the inspector, fired a warning shot but the suspects didn't surrender. The inspector then shot both of them in the leg, immobilising them. 
The duo, along with the injured policemen, was taken to different hospitals for treatment. The Soladevanahalli police have opened a fresh case against them.
,"	 Mar 28 2019
Drunk man thrashes wife to death in Jigani	A 48-year-old drunk man thrashed his wife to death with a log at an under-construction site in Seethanayakanahalli near Jigani on Monday night.Vellie from Hosur, married labour contractor Raju and they lived in Jigani for the past four years. The couple has three children who work in Tamil Nadu.Police are probing the motive behind the murder. They said accused Raju is at large and efforts are on to catch him.Preliminary probe revealed Raju got drunk frequently and quarrelled with Vellie. During the verbal duel on Monday, Vellie rushed out of the house, when Raju grabbed a wooden log and thrashed her repeatedly.Raju saw Vellie collapse in her own pool of blood and fled. Police suspect he may have gone to his native Tirupattur.Shivakumar, the building owner, noticed Vellie’s body and alerted Jigani police. Cops rushed to Vellore after Raju’s son confirmed that he had come there.Neighbours told police that Raju beat up Vellie frequently. A week ago, he had locked her up inside the shed they lived in for a couple of hours. They said since the fight was common, they did not bother on Monday night.	Murder case,	 Mar 27 2019
Bangla man flying to Dubai on Indian passport caught 	Immigration officials at the Kempegowda International Airport caught a Bangladeshi national trying to fly to Dubai on an Indian passport on March 24. Tapas Chandra Das was arrested during the immigration check as officials found discrepancies in his travel record. He later confessed that he hails from Chittagong, Bangladesh, and had come to India along with his mother through the porous border in 2001. He was booked under the Passport Act and the Foreigners’ Act. Das initially lived in Tripura, waiting tables at a restaurant. He managed to get Aadhaar and election cards and even a birth certificate. He later got a passport from the Regional Passport Office, Kolkata, and tried to travel to the UAE in 2017 on a work visa. But immigration officials at Dubai deported him to Lucknow from where he had boarded the flight. He then went to Bangladesh but came back to India and got a visit visa to Dubai in Kolkata. In another incident, officials nabbed 48-year-old Saraswati Pahari after she landed from Kathmandu and submitted the Indian voter’s ID during the immigration check. She later confessed that she is from Nepal and had been living in Bengaluru since 1992 with her two children and a relative who works in the Indian Army. Saraswati said her husband worked for HMT Watches until his death in 2018. She also managed to get Aadhaar.	Dubai,Kempegowda International Airport,Bangladeshi national,	 Mar 27 2019
Four arrested for killing youth	On March 23, city police arrested four men for murdering a youth.KG Halli police picked up Syed Munir, Syed Shadab, Syed Hidayath and Shohaib Khan. On the night of March 23, the accused brutally attacked Saleemulla Sharif, (27), an employee of AS Engineering Works on Tannery Road.Sharif, a resident of Venkateshpura was playing loud music during festivities, inconveniencing neighbours. Syed Munir asked him to reduce the volume or switch off the music.Later, Sharif attacked Munir. After the intervention of a local leader the issue was resolved. However, Munir didn’t forget the incident.Munir thought Sharif may kill him any day, and decided to kill him instead.He informed his associates and on March 23, when Sharif was returning home, they pursued and murdered him, the police said.	Murder case,	 Mar 27 2019
Man held for hotel assault on friend after drink at pub	The city police arrested a man who sexually harassed a 22-year-old woman in Ashoknagar after he asked her out for a drink and later took her to a hotel room when she was in an inebriated state.The woman, who is staying at a paying guest accommodation in Koramangala, stated in her complaint that she went with her friend Jayant (28), also a resident of Koramangala, for a drink at a pub on the evening of March 24. After she felt tipsy, Jayant suggested that they rest at a hotel room till they were sober enough to return home.Around midnight, Jayant started touching the woman inappropriately. When he tried to kiss her, she pushed him away and ran for the door. Jayant pulled her back inside and closed the door after which both had an argument.They checked out in the morning after which the woman informed her family and filed a complaint with Ashoknagar police. The police booked Jayant under IPC sections 342 (wrongful confinement), 354 (sexual harassment) and 354A (criminal force to any woman intending to outrage or knowing it to be likely that he will thereby outrage her modesty), and later arrested him.	sexual assault case,Bengaluru,	 Mar 27 2019
Two sand boas, ‘Nagamani’ seized near Iskcon Temple	City police seized two sand boas, a so-called ‘Nagamani’ or a snake-stone and antiques from three men trying to sell them.Pyarubayi, (57), from Hiriyur town in Chitradurga district, Shivanna and Krishnappa from Tumakuru, were arrested in two different cases.Mahalakshmi Layout police arrested Pyarubayi, a scrap dealer, while he was waiting near the ISKCON Temple in his car, trying to sell potential buyers the ‘nagamani’, claiming it as ‘original’.Police rushed to the spot and took him under custody. Pyarubai was found with a ‘nagamani’ along with a huge copper plate and a mug. Investigations are on to ascertain how he got hold of these items.Police are consulting the archaeological department to date the copper plate and mug, to know which era they belonged to, as the accused said that it was a gift from a swami.According to Pyarubai’s pitch to potential buyers, if kept at homes, these items will make one rich and all problems would be resolved. He was apparently demanding Rs 2 crore.In another incident, accused Shivanna and Krishnappa were trying to sell two snakes — sand boas — at the APMC vegetable market. Police got a tip-off and rushed to the spot. They arrested the duo and handed over the sand boas to the Bannerghatta Rehabilitation Centre.	snake-stone,	 Mar 26 2019
Lakshmana murder: Who was on the phone?	More arrests are expected in connection with gangster Lakshmana’s killing. Accused Hemanth Kumar called up an unknown individual awaiting confirmation on Lakshmana’s death, the investigation has revealed.Central Crime Branch (CCB) investigating the case found a couple of SIM cards, used for plotting the murder, from Kanyakumari and Kukke Subramanya. The accused had thrown them away to destroy evidence.Police took the accused to those places and recovered the SIM cards. After examining the call records, it was revealed that the fourth accused Hemanth Kumar alias Hemi, had dialed one person and confirmed Lakshmana’s death. The person on the other end of the line replied, “good job”, police said.CCB has so far arrested 12 in the case. Varshini, the prime accused, confessed that from 2014 Lakshmana started misbehaving with her. After he learnt about her love affair with Rupesh, he started threatening her to cooperate. Otherwise, he will inform her parents, he had warned.Thereafter, Rupesh and Varshini hatched a plan to eliminate Lakshmana giving supari. If Lakshmana were alive, he won’t allow them to be together and Lakshmana had plans to eliminate Rupesh, it was alleged.Varshini said she took Rs 1 lakh from Lakshmana and transferred Rs 80,000 to Rupesh’s account for the murder.Hemanth, meanwhile, confessed that he accepted the supari as he was in desperate need of money to pay an advocate in Ramanagara to represent him in another murder case, apparently the killing of the rowdy, ‘Ambode’.Avenge murderAnother revelation is that Raja, alias Cat Raja, the third accused in the case, accepted the offer to make name in the city and to avenge his gang leader C C Raja’s murder.CCB produced six of the 12 accused -- Rupesh, Varshini, Devaraj, Varun Kumar, Madhu Kumar and Aloka -- before the first Additional Chief Metropolitan Magistrate Court on Monday after fourteen days of police custody.Bail deniedAll six were denied bail as investigation is still underway. Public Prosecutor V Venkatagiri said if the accused were granted bail there are chances they may destroy evidence and influence witnesses.Police are yet to gather more evidence.Magistrate V Jagadeesh heard the arguments and remanded all six to judicial custody.DH News Service	"Lakshmana,More arrests are expected in connection with gangster Lakshmana’s killing. Accused Hemanth Kumar called up an unknown individual awaiting confirmation on Lakshmana’s death, the investigation has revealed.
Central Crime Branch (CCB) investigating the case found a couple of SIM cards, used for plotting the murder, from Kanyakumari and Kukke Subramanya. The accused had thrown them away to destroy evidence.
Police took the accused to those places and recovered the SIM cards. After examining the call records, it was revealed that the fourth accused Hemanth Kumar alias Hemi, had dialed one person and confirmed Lakshmana’s death. The person on the other end of the line replied, “good job”, police said.
CCB has so far arrested 12 in the case. Varshini, the prime accused, confessed that from 2014 Lakshmana started misbehaving with her. After he learnt about her love affair with Rupesh, he started threatening her to cooperate. Otherwise, he will inform her parents, he had warned.
Thereafter, Rupesh and Varshini hatched a plan to eliminate Lakshmana giving supari. If Lakshmana were alive, he won’t allow them to be together and Lakshmana had plans to eliminate Rupesh, it was alleged.
Varshini said she took Rs 1 lakh from Lakshmana and transferred Rs 80,000 to Rupesh’s account for the murder.
Hemanth, meanwhile, confessed that he accepted the supari as he was in desperate need of money to pay an advocate in Ramanagara to represent him in another murder case, apparently the killing of the rowdy, ‘Ambode’.
Avenge murder
Another revelation is that Raja, alias Cat Raja, the third accused in the case, accepted the offer to make name in the city and to avenge his gang leader C C Raja’s murder.
CCB produced six of the 12 accused -- Rupesh, Varshini, Devaraj, Varun Kumar, Madhu Kumar and Aloka -- before the first Additional Chief Metropolitan Magistrate Court on Monday after fourteen days of police custody.
Bail denied
All six were denied bail as investigation is still underway. Public Prosecutor V Venkatagiri said if the accused were granted bail there are chances they may destroy evidence and influence witnesses.
Police are yet to gather more evidence.
Magistrate V Jagadeesh heard the arguments and remanded all six to judicial custody.
DH News Service 
,"	 Mar 26 2019
Cop punches female friend, breaks her mother's tooth	A head constable allegedly caused a ruckus outside the home of a female friend on Saturday night and then brutally assaulted her when she confronted him the next day. Prakash Rathod had befriended the 32-year-old woman who lives with her mother near the police quarters in Kothanur, East Bengaluru. The woman’s husband had died a few years ago. The policeman and the woman had met four years ago and met occasionally. But she stopped talking to him after he allegedly harassed her over “trivial” issues. Rathod wasn’t prepared for this. Around 11 pm on Saturday, he went to her house in an inebriated state and pelted it with stones, drawing neighbours. The woman woke up to the commotion and was startled to find a crowd outside.But Rathod had left by then. The next day, she went to his house and confronted him about the previous night’s behaviour. A furious Rathod pulled her by the hair before dragging and punching her in the face. He then kicked her viciously. He didn’t spare her mother when she came to her rescue. He even bit the elderly woman’s fingers and broke one of her teeth. Following a complaint from the woman, the Kothanur police booked Rathod under IPC sections 354 (assault or criminal force to woman with intent to outrage her modesty), 504 (intentional insult to provoke breach of peace), 323 (assault) and 325 (assault causing grievous injuries). In an interesting twist, Rathod has filed a counter-complaint at the adjacent Sampigehalli police station, accusing the woman of assault and criminal intimidation.	assault case,Cop,	 Mar 26 2019
Bullets found in men’s washroom	"The city police have registered a case under the Arms Act after the housekeeping staff of an apartment complex stumbled on nine live bullets discarded in a washroom in Sudduguntepalya on March 20.An executive of a security agency, P C Aiyappa (45), on behalf of his security in-charge Subramanya, filed a complaint with the police. The Sudduguntepalya police are questioning residents. In his complaint, Aiyappa stated the housekeeping staff, while cleaning the second and third floors of No 12, Subramanya Arcade, Block A, on Bannerghatta Main Road, stumbled upon the bullets under the washbasin at the men's washroom.The police said the bullets could fit into a 9 mm revolver. They suspect someone may have discarded the ammunition, forgetting to deposit it with the police due to the model code of conduct.""However, we have taken up a case and are probing,"" a police officer said."		 Mar 26 2019
BMTC driver viciously attacked in road rage	Yet another BMTC bus driver was viciously assaulted in a road rage incident. Suryanarayana Gowda, the driver of route number 304 H1, was assaulted by six men riding motorbikes in eastern Bengaluru’s Kadugodi on March 20. Gowda, who has been with the BMTC since 2014, was driving the bus from Aarenahalli to Majestic on that fateful day. It was his last trip of the day. As the bus reached Channasandra village around 10.30 pm, six men on three motorbikes waylaid the bus and picked a quarrel with Gowda. They accused him of brushing the bus against one of their motorbikes and asked if he was drunk. He hit back, saying he had no idea what they were talking about and asked them to mind their own business. This clearly angered the men. They pounced on Gowda and rained punches on him. He bled from the nose. The bus conductor, Nandish, and some passengers rushed to his help, but the gang sped off. Gowda was taken to the MVJ hospital in Hoskote and treated there. Three days later, he filed a complaint at the Kadugodi police station. Police have opened a case but are yet to make an arrest. Three members of the group have been identified as Santhosh, Nandan and Chiru.	BMTC drivers,assault case,	 Mar 26 2019
Gang offers lift and robs marketing executive	Four men kidnapped a 38-year-old marketing executive on the pretext of giving him a drop to Banashankari and robbed him off his valuables on Saturday night.The incident took place at Nayandahalli on Mysore Road on Sunday. On returning to Bengaluru from Kozhikode, the victim, Thomas, (name changed) was waiting for a cab at Nayandahalli around 12.30 am when he was approached by a driver, who offered him a lift to Banashankari.Not suspecting anything fishy in the offer, Thomas placed all his bags in the car and sat in the rear. Immediately, two others joined him in the rear while another man sat in the front.The gang assaulted Thomas and took all his valuables, including his wallet. After driving around for a while, the gang arrived at a petrol pump to refuel. As three of them stepped out, leaving just the driver in the car, Thomas attacked the driver and escaped from the car. Hearing his screams, the staff of the petrol pump came to his rescue but the gang managed to flee in their car.Later, Thomas told the police that the accused had claimed to have killed more than 21 people and throw their bodies into open drains and lakes. He said the accused were speaking in Kannada and Hindi.The Byatarayanapura police have registered a case and are analysing the CCTV footage.		 Mar 26 2019
2 Saudi youths held for abusing cops	The city police arrested two drunk Saudi Arabian nationals for creating a ruckus and abusing and obstructing police officers from discharging their duty on Saturday night.The arrested have been identified as Amar Ali Salam (19) and Hussain Salah Mohammed (19). After receiving information that a couple of foreigners were quarrelling in front of a mobile showroom on Residency Road, the Ashoknagar police rushed to the spot. One of the constables started recording the scuffle on his mobile phone.The two youths then tried to flee but the police caught them with the help of a few passersby and bundled them to the station.During questioning, the police learnt that both the men were in an inebriated state and Salam told the police, “I am a Saudi. Your bloody Indian law cannot do anything with me. I will teach you Indian police a lesson,” and started abusing the police.Sub-inspector Dhananjay filed a complaint against the duo, who were produced before a magistrate and remanded in judicial custody.	Saudi Arabia,	 Mar 26 2019
Uber driver threatens couple with knife 	A couple were allegedly threatened by a Uber cab driver with a knife when they asked him to drop them inside the apartment complex.Narrating the ordeal in a Facebook post, Siddharth Banik, a resident of Whitefield, said that he booked a cab to Marathahalli on March 22.When the couple reached their apartment, Spice Garden, Banik asked the driver to drop them inside the apartment complex since his wife wasn't keeping well.But the driver refused to accede to the request. When they requested him a second time, the driver allegedly flared up.Shocked at the driver's behaviour, the couple got out of cab and complained about his rude manners. This made the driver even more agitated, as he allegedly jumped out of the car and flashed a knife at them.Mortified, the couple ran inside the apartment compound while driver left.Following poor response from the Uber help desk, Banik filed a complaint with the HAL Police.“We sincerely regret this rider’s poor experience on our platform and we have immediately removed the driver-partner's access to the Uber app. We have reached out to law enforcement authorities and have offered to assist them with any information they might require,” said Uber on the incident.	Uber,	 Mar 26 2019
ATM guard found murdered	A 65-year-old security guard of a private bank was found murdered near the ATM where he was on duty along Uttarahalli Main Road on Saturday night.Lingappa, a resident of Gowdanapalya and a native of Bagalkot, had come to Bengaluru several years ago. He was working as a security guard at the ATM in Kadirenahalli for the past four years.The police said Lingappa was sleeping adjacent to the staircase of the ATM. Around midnight, a group of assailants approached and picked up a quarrel. They crushed Lingappa’s head with a boulder and killed him on the spot. The entire incident was captured on CCTV. The miscreants are seen checking Lingappa’s pockets and fleeing the scene of crime. The incident came to light in the early hours of Sunday, when customers arrived to withdraw cash and noticed Lingappa in a pool of blood. They alerted the police.According to the Kumaraswamy Layout police, the assailants did not breach the kiosk. The police suspect one man committed the crime while investigating all angles. A special team has been formed to nab the accused.	Murder case,Bengaluru,	 Mar 25 2019
Woman kills son, kills self in Chandra Layout	A 28-year-old homemaker allegedly killed her two-and-a-half-year-old son before committing suicide at her residence in Chandra Layout on Saturday night.The deceased Prathima Mangalurkar and her son Sativik were found hanging from the ceiling of the house. Her husband Santosh Shetty found a suicide note on returning from work. The police said the couple was married four years ago and Shetty is a first division assistant with the excise department. They were living in a rented apartment in Kalyan Nagar. Shetty was away on election duty. When he found his wife and son hanging on Saturday night, he alerted the Chandra Layout police. The police found a suicide note at the spot in which Prathima stated: “God, please forgive me. I don’t want to live. Please look after my husband. Mother and father, please forgive me.” The Chandra Layout police have booked a case of murder and suicide.	Murder case,Suicide,	 Mar 24 2019
Man held for posting ex-lover's photos online	City police arrested a 23-year-old youth for uploading his ex-lover’s photograph on websites ‘providing female escorts’, depicting her as a call girl.Rohith Kumar, a resident of Kurubarahalli in Shivakote taluk in Bengaluru was arrested on March 23. He confessed he was disgruntled as his girlfriend broke up and distanced herself from him.According to the police, a 27-year-old woman, the victim, approached them after she received calls demanding sexual favours and obscene messages from unknown phone numbers.When she rang up one of the numbers, she was told her number was found on a website called Locanto, which offered ‘escort services’. Yeshwantpur police registered a case and initiated investigation.The victim's complaint to the police said she was in love with Rohith Kumar for some time, after which they broke up. But Rohith kept on bothering her with messages and calls.On one occasion, Rohith even sent their intimate photographs to her parents. On February 27, Rohith came to the place where the victim and her friend were staying and abused and threatened her that their intimate pictures will be uploaded on social media.On March 21, the victim started receiving calls from unknown numbers after which she filed the complaint.	Crimes in Bengaluru,Cyber crime,	 Mar 24 2019
Court job aspirants fake documents	Nine of 50 people who applied for Group ‘D’ positions at the Chief Administrative District and Sessions Court, Bengaluru Rural district, submitted fake documents. Court officials have so far filed police complaints against seven candidates. Complaints against two other candidates are being prepared and will be filed in a few days, said a court official, who filed complaints of forgery at the Halasuru Gate police station. “We had sent the documents of all the candidates who were selected in an online process and after personal interviews to various departments for verification. We wanted the police to verify their antecedents. We wanted the education department to check their academic qualifications and the respective deputy commissioners to vet their caste certificates. We have received reports on 35 candidates. Nine, all from Vijayapura, are found to have submitted fake qualifications,” an official said.		 Mar 24 2019
Officials seize Rs 6 cr of contraband in KIA	In one of the biggest drug hauls this year at the Kempegowda International Airport, the Narcotics Control Bureau (NCB), Bangalore zonal unit, intercepted two men on March 22, and recovered drugs worth at least Rs 6 crore in the international market.The arrested have been identified as Nousheer Muhammed (29), a resident of Virajpet in Kodagu, and Noushad Mannakkamvalli (24) from Malappuram in Kerala, the officials said.Biggest haul in KIA this yrThe NCB recovered 965 gm of amphetamine, 30 gm of cocaine and 4.525 kg of hashish from the accused.NCB officials said they had intelligence inputs that a big consignment of contraband was heading to Oman. Based on the inputs, the bureau trailed the two youngsters. Muhammed worked in a bakery in Virajpet, while Mannakkamvalli was a painter in Kerala. “Our men are working on finding out the source of the drugs while they know that the two accused are just the mules,” said a senior NCB official.The two were intercepted at KIA as they flew to Doha in Qatar by Oman Air.On checking their baggage, the NCB officials along with their counterparts in customs at the airport found that the amphetamine and cocaine were concealed in a quilt, while the hashish was hidden in two tiffin boxes kept in two backpacks.Muhammed and Mannakkamvalli were arrested on March 23 and produced before the court for further proceedings.DH News Service	Kempegowda International Airport,Narcotics Control Bureau,	 Mar 24 2019
They could have killed me, says Kashmiri student	A 24-year-old Kashmiri student was assaulted by a group of four youths in AECS Layout near HAL in southeast Bengaluru on March 20.The victim, who does modelling to fund his studies, said he had no idea why he was assaulted. The police, however, said the attack had nothing to do with the Pulwama incident or any outsider animosity.Absar Zahoor Dhar, from Srinagar in Kashmir, suffered grievous injuries to his hand, head and face.Based on his complaint, the HAL police arrested the accused, identified as Nithin (25), Manjesh (21), Gautham (26), and Abhi alias Santhosh (20), all residents of Kundalahalli Colony.Trouble began for Dhar, a civil engineering student at the CMRIT College, on the evening of March 19 when he had gone to the gym. As he was having coffee at Madouk Cafe, a group of four to five people, one of whom identified himself as Nithin, approached Dhar and accused him of eve-teasing. Dhar politely refuted the allegation, following which Nithin and his associates warned him and left the cafe.The next day, when Dhar was at an ice-cream parlour in AECS Layout, the accused, armed with iron rods, dragged him out of the shop and began assaulting him without any provocation.This time, the accused said he was riding his bike rashly. “My friends rushed to my help or else they could have killed me,” Dhar told DH.Dhar, who sustained injuries to his hand, head and face, was rushed to a nearby hospital by his friends.Dhar said he continues to live in fear, not even attending his classes, as all the four accused have obtained bail.“I am living in fear and not attending college as the assailants roam free in front of my house as if nothing has happened,” said Dhar.	Kashmiri students,assault case,	 Mar 24 2019
2 directors of firm booked over manager’s suicide	Two directors of an electrical solutions company along with two women have been booked for driving a project manager to suicide earlier this week. Sridhar, 49, a project manager at AFTL, was found dead in his BTM Layout home on March 19. He had reportedly hanged himself from the ceiling fan of his bedroom. His wife found a purported death note, which blamed two directors of AFTL — Puttaswamy Gowda and Shasikala — along with two other women identified as Mangala and Geetha. Sridhar’s wife filed a police complaint. Sridhar had been working on an Rs 8-crore contract given by Mangalore Electricity Supply Company. He worked out of Bengaluru, Chikkamagaluru and Shivamogga. AFTL is said to have promised him 1% of the contract amount but backtracked later. To make matters worse, Mangala and Geetha refused to repay a loan of Rs 12 lakh that they had taken from Sridhar some time ago. With his financial condition in dire straits, Sridhar slipped into depression. Police said they were looking into all the documents to verify the claims of both Shridhar and the company’s directors. No arrests have been made.	Suicide,Bengaluru,	 Mar 23 2019
3 accused out on bail rough up inspector, sent to jail	Three accused, who were recently out on bail and had come to the Rajagopal Nagar police station to complete their bail formalities, were sent back to jail after they hurled abuses and roughed up a police inspector on March 16.The accused Byresh, Mahesh and Halesh were booked under IPC section 353 - assault or criminal force to deter public servant from discharge of his duty and 504 - intentional insult with intent to provoke breach of peace.Police inspector Dinesh Patil B S in his complaint stated that around three to four men barged into his chamber on March 16 around 8.15 pm.Three men among them, who were accused in a case pertaining to causing grievous hurt by act endangering life or personal safety of others, had come with bail orders to finish formalities at the station.The accused trio all of a sudden engaged in heated arguments with the police inspector stating they were “fixed” in the case and abused the officer in filthy language.When the inspector warned them, the trio roughed him up. In the melee, the inspector’s uniform was torn. There were other policemen including PC Muthubandi, WPC Jamuna, and SHO Narasaiah who were witnesses to the incident. There were other people also waiting to file complaints at the station.The police filed another case against the three, arrested them immediately, produced them before a magistrate and remanded them in judicial custody.	Bengaluru,Crimes in Bengaluru,	 Mar 23 2019
Woman molested, suspects ex-roomie’s involvement	A 25-year-old woman was stalked and molested by an unidentified man near her paying guest accommodation in Shivaganga Layout in Mahadevapura recently.The woman, who works as a textile engineer, has filed a complaint with the Mahadevapura police, alleging that her former roommate, an ex-colleague and their associates are involved in the incident.The police have booked the accused — Ibrayi, an acquaintance; Arpana Florence, the victim’s ex-roommate; Sunil, the victim’s former colleague; and one more associate — under IPC Sections 354 (sexual harassment) and 354(D) (stalking). The police are yet to arrest the accused.According to her complaint to the police, on March 13, around 11.09 pm, she was walking home when she realised she was being followed by an unknown man. All of a sudden, he came close, touched her inappropriately, misbehaved and fled the spot. On reaching her PG, she realised it could be the handiwork of Arpana, against whom she had filed a complaint at the Whitefield police station, she said. Earlier, the victim had been staying with Arpana at a paying guest accommodation in Brookefields. But she was asked to vacate after she was caught smoking and drinking inside the PG.Irked over this, she had filed a police complaint against the PG owner and Arpana. The victim suspected that the accused are harassing her to intimidate her.The Mahadevapura police have taken up a case.	Bengaluru,molestation case,	 Mar 23 2019
Posing as engineer, man dupes grocer of 42 lakh	A man claiming to be a senior civil engineer at Vikasa Soudha tricked a provision store owner to give him Rs 42 lakh by assuring him that he would get grocery distribution orders from the Urban Development Department.The police arrested the accused Rajesh, his wife Satyabhama, son Anuragh and daughter Chandana. They were produced before a magistrate and sent to jail.But the police are yet to recover the Rs 42 lakh from them. They also learnt that the accused have a similar cheating case against them in the Banashankari police station.The 35-year-old provision store owner, who wished to remain anonymous, said he got acquainted with Rajesh who claimed that he worked as a senior civil engineer at the Urban Development Department in Vikasa Soudha.The man had two stores in Hanumanthanagar and Ashok Nagar. Rajesh lured the man, saying he would get him grocery distribution work from the department, and took money online and in DDs on different occasions.In all, he took Rs 42 lakh from the store owner. Rajesh’s family members assured the store owner that he would earn double the sums he invested.But when orders did not come, the man demanded his money back and filed a complaint with the Hanumanthanagar police station as Rajesh became evasive over returning the money.	Bengaluru,Fraud,	 Mar 23 2019
Real estate office fire: Foul play not ruled out	Police suspect the fire that tore through the third floor real-estate office in Basavanagudi’s Nettakallappa Circle on March 13 was not accidental. The blaze in Rajarajeshware Builddcon Pvt Ltd in the three-storey Sri Ranga Commercial Complex gutted loads of documents, directors of the company alleged in their complaint to the Basavanagudi police. A senior official said the fire could have been set off deliberately to claim destruction of documents relating to land, joint ventures, sale deeds and other legal papers related to the builder’s business activities. Intriguingly, the fire broke out in the evening when an FIR was filed against the directors of Rajarajeshware Builddcon Pvt Ltd and six other parties at the Kengeri police station. Directors Raman Lal M Sha, Mitesh Kumar Sha and six others were booked for cheating, forgery and using forged documents. Complainant Vishwanatha B N, a businessman from Jayanagar, told the police that he owned two sites measuring 6,800 square feet. In August 2013, Vishwanatha entered into a joint venture with Rajarajeshware Builddcon to build 20 flats, out of which 11 would belong to Vishwanatha and nine would go to the builder. “They forged documents and sold at least six of my flats,” Vishwanatha told DH. “They even pledged those property papers and obtained loan from finance firms. The builder duped me of at least Rs 12 crore.” He accused the builders of deliberately setting off the fire. “They wanted to buy time and hoodwink the police when they investigate (the fraud case) and ask for documents,” Vishwanatha said. A senior police official hinted that the builder could have used the same method to cheat more clients. The fire would allow them to escape police scrutiny. They could claim destruction of documents and buy more time to acquire the duplicates. Police suspect the builders could have shifted some crucial documents to other places. “We’ll investigate the case in detail and explore all angles to bring it to the logical conclusion,” the investigating officer said. What does the MD say?“Anybody can file a complaint against anyone. It was an accidental fire. I have not claimed any insurance. The entire third floor has been burnt, where there was a dining area, locker room and systems. I am not benefiting here. I know the complainant, who is a crook. He is already bankrupt. He has cheated many people and has left his house, closed his office and nobody knows where he is,” said Ramanlal Sha, the managing director of Rajarajeshware Builddcon Pvt Ltd.	Fire incident,	 Mar 22 2019
Bagalur: Bike-borne men steal 4 lakh from parked SUV	Two bike-borne men broke open the window of an SUV and made away with Rs 4 lakh cash in broad daylight in Bagalur on Wednesday.The victim, M Harilal Nayak (32), is a driver for a building contractor, D Rajashekar Reddy, a resident of Yelahanka. Nayak had withdrawn Rs 4 lakh from Andhra Bank.According to the police, following instructions from his employer, Nayak visited the bank and withdrew Rs 4 lakh. After driving some distance, Nayak parked the car on the roadside near Vinayak Nagar and went to have tender coconut. Meanwhile, two men came on a Bajaj Pulsar motorcycle and broke open the windows of the SUV. They got hold of the bag containing the cash and fled.Mohamed Ibiza, an auto driver, noticed them and alerted Nayak, who tried to give a chase, but in vain.Reddy used to send Nayak quite often to the bank to withdraw money to pay labourers.The police further said the entire incident was recorded on CCTV. “We took CCTV footage from the bank and surrounding areas. We are examining it. We are not ruling out the involvement of the driver. Efforts are on to nab the accused,” said a senior officer.During interrogation, Nayak told the police that a suspicious-looking man was standing behind while he was receiving cash from the counter. He ignored the man, thinking he was a customer. According to Nayak, he might have been followed thereafter.	robbery,Bagalur,	 Mar 22 2019
